,tweet_id,created_at,user,location,text
138,'1129714498745405440,2019-05-18 11:45:00,LTuckerPhoto,"Bath, England","Statue of Liberty
Governors Island, New York City
May 2019

@CanonUKandIE @StatueEllisNPS
#StatueofLiberty… https://t.co/YXPYNEtdzE"
139,'1129703471790383104,2019-05-18 11:01:11,GaryHershorn,New York ,"The full Flower Moon sets behind the Statue of Liberty, Brooklyn Bridge and Manhattan Bridge at sunrise in New York… https://t.co/lLHAjT0IhN"
140,'1129700598876581888,2019-05-18 10:49:46,MalDurbin,Rhondda South Wales UK,Lady Liberty #statueofliberty #libertyisland #monument #nyc #newyork #ladyliberty🗽 #canonuk #capturingthemoment… https://t.co/3lUqW9eCc1
141,'1129673933144449024,2019-05-18 09:03:48,MelSmithDesigns,london,"#NewYork is unique. With it's incredible #skyline, the #Guggenheim, the #StatueOfLiberty, #BrooklynBridge...it has… https://t.co/SWXPrPQMf2"
142,'1129655970110595072,2019-05-18 07:52:25,zoecartier305,United States,"We in Miami, trust me... it’s a jungle...

#Miamj #Wynwood #NBAPlayoffs #JohnWick3 #zika #AllTheMoods #Fwayent #StatueofLiberty"
143,'1129627676493271040,2019-05-18 06:00:00,trendingwwwandw,"Arizona, USA","🗽🇺🇸
#StatueofLiberty and Ellis Island in #NewYork #Experience #Tourism #Travel @StatueEllisNPS  
 Story at..… https://t.co/jTbY7ZO2VT"
144,'1129612577732874240,2019-05-18 05:00:00,trendingwwwandw,"Arizona, USA","🗽🇺🇸
#StatueofLiberty and Ellis Island in #NewYork #Experience #Tourism #Travel @StatueEllisNPS  
 Story at..… https://t.co/zNUZvXjXvq"
145,'1129607996001021953,2019-05-18 04:41:48,NaveedAhmad247,UK,"Hello Libertas ...! :-)
.
.
.
.
.
.
.
#statueofliberty #newyork #nyc #usa #travel #tourism #monument #instaphoto… https://t.co/v9zspL86dk"
146,'1129599254929055744,2019-05-18 04:07:03,ClimateReality,"Washington, DC","Wind turbines generally range in size from 80 feet to over 320 feet tall, which is taller than the #StatueofLiberty… https://t.co/ANB9nzuvZg"
147,'1129597478293000198,2019-05-18 04:00:00,trendingwwwandw,"Arizona, USA","🗽🇺🇸
#StatueofLiberty and Ellis Island in #NewYork #Experience #Tourism #Travel @StatueEllisNPS  
 Story at..… https://t.co/YgjuCT9ggm"
148,'1129582882207539201,2019-05-18 03:02:00,trendingwwwandw,"Arizona, USA","🗽🇺🇸
#StatueofLiberty and Ellis Island in #NewYork #Experience #Tourism #Travel @StatueEllisNPS  
 Story at..… https://t.co/IibEWVjeBy"
149,'1129567279082029062,2019-05-18 02:00:00,trendingwwwandw,"Arizona, USA","🗽🇺🇸
#StatueofLiberty and Ellis Island in #NewYork #Experience #Tourism #Travel @StatueEllisNPS  
 Story at..… https://t.co/0xmS80bLBJ"
150,'1129558364147441664,2019-05-18 01:24:34,anhduongart,,Honored to have created the stars of the entrance wall of the Statue of Liberty 🗽 Museum #anhduongart… https://t.co/P586JSeCzm
151,'1129552431564640256,2019-05-18 01:01:00,trendingwwwandw,"Arizona, USA","🗽🇺🇸
#StatueofLiberty and Ellis Island in #NewYork #Experience #Tourism #Travel @StatueEllisNPS  
 Story at..… https://t.co/iSnaw3N7qG"
152,'1129550829428649986,2019-05-18 00:54:38,anhduongart,,Arriving to the opening ceremony of the Statue of Liberty 🗽 Museum 🎥 mcarfrae #statueoflibertymuseum… https://t.co/DQ6D6NpXpK
153,'1129545388896215040,2019-05-18 00:33:01,destcoupons,"Durango, CO",Save 50% Off #StatueofLiberty Cruise &amp; Attraction Combo https://t.co/1EBwbT6v98 Experience the best of #NewYorkCity… https://t.co/Yid08kzGgD
154,'1129539569450401792,2019-05-18 00:09:53,heyjoenyc,"Brooklyn, NY",Getting #upclose and #personal with the #statueofliberty in the new #museum @statueellisnps #manhattan#brooklyn… https://t.co/P1JKKVra1b
155,'1129538290263232512,2019-05-18 00:04:48,live4bruins,"Nashua, New Hampshire",Not a bad 17 days into #May #NYC #statueofliberty #statenisland #manhattan - #florida #boca #beach #bocabeachclub… https://t.co/gGIIP0TKby
156,'1129537332166766593,2019-05-18 00:01:00,trendingwwwandw,"Arizona, USA","🗽🇺🇸
#StatueofLiberty and Ellis Island in #NewYork #Experience #Tourism #Travel @StatueEllisNPS  
 Story at..… https://t.co/4GBlso5duT"
157,'1129537184397189120,2019-05-18 00:00:25,destcoupons,"Durango, CO",#StatueofLiberty Cruise + 911 Memorial + One World Combo ONLY $54 Save 39% https://t.co/8uMPGnDWgq Cruise to… https://t.co/glqZrfmk1S
158,'1129527295058817024,2019-05-17 23:21:07,MonikaWatkins,"Atlanta, GA | Dallas, TX","The forgotten history is that France offered the Statue of Liberty as a ""commemoration of the abolition of slavery… https://t.co/tLW2MSFO2F"
159,'1129521980766654464,2019-05-17 23:00:00,trendingwwwandw,"Arizona, USA","🗽🇺🇸
#StatueofLiberty and Ellis Island in #NewYork #Experience #Tourism #Travel @StatueEllisNPS  
 Story at..… https://t.co/dwKFm1Gzns"
160,'1129511814180495360,2019-05-17 22:19:36,lplatosmith,SF Bay Area,"@PattyPatriot_ @NewsHour @POTUS @realDonaldTrump Petty, have you heard of the #StatueOfLiberty? “ ""Give me your tir… https://t.co/iB7nGmuh4V"
161,'1129506880995364864,2019-05-17 22:00:00,trendingwwwandw,"Arizona, USA","🗽🇺🇸
#StatueofLiberty and Ellis Island in #NewYork #Experience #Tourism #Travel @StatueEllisNPS  
 Story at..… https://t.co/SUYmjJmFiO"
162,'1129500001904812032,2019-05-17 21:32:40,nps_nyharbor,"New York City-Sandy Hook, NJ",This week our #FridayFeeling is gratitude for the successful opening of the new Statue of Liberty museum and excite… https://t.co/GGMKbQsn9B
163,'1129499128877256704,2019-05-17 21:29:12,KiTeMoDe,757 / Hiroshima / 上海 / NYC,#idk this #logo so I kept calling it a Maserfraudti #Marvel #cohiba #cubanitos #statueofliberty #views #bridges… https://t.co/JuNQg37cmq
164,'1129495858792345600,2019-05-17 21:16:12,pforty,NYC,Liberty #gowanus #newyorkcity #mynyclife #ladyliberty #nyc #notwahi #notmanhattan #clouds #sunlight… https://t.co/oY0jF0nZwg
165,'1129492285102575616,2019-05-17 21:02:00,trendingwwwandw,"Arizona, USA","🗽🇺🇸
#StatueofLiberty and Ellis Island in #NewYork #Experience #Tourism #Travel @StatueEllisNPS  
 Story at..… https://t.co/R3iwnWYdCy"
166,'1129486769680990208,2019-05-17 20:40:05,garystoller,,After gala attended by @Oprah @HillaryClinton @sethmeyers the new #StatueofLiberty museum at @StatueEllisNPS opens… https://t.co/G38pEB8lhf
167,'1129484421743161350,2019-05-17 20:30:45,StatueEllisFdn,"New York, NY USA",@Irving_Berlin @JMunozActor @LilliCooper @LauraOsnes @RnH_Org @StatueEllisNPS Nothing but blue skies on opening day… https://t.co/6tJd2yF1g5
168,'1129481947049340928,2019-05-17 20:20:55,spsworldwide,NYC,"Rolling out their most recent window display, Lady Liberty is getting all set up for her fashion debut with @DVF… https://t.co/pY0DHvYMvl"
169,'1129481198982619137,2019-05-17 20:17:57,jflorez,"Denver, CO, but I left my heart in Spain","The Statue of Liberty has a new museum.

via CNN:  https://t.co/roXB820cUt

#Travel #NewYork #StatueofLibertyMuseum… https://t.co/YcJRz1UDUd"
170,'1129476683487223810,2019-05-17 20:00:00,trendingwwwandw,"Arizona, USA","🗽🇺🇸
#StatueofLiberty and Ellis Island in #NewYork #Experience #Tourism #Travel @StatueEllisNPS  
 Story at..… https://t.co/El4zDG51Hb"
171,'1129476406340009984,2019-05-17 19:58:54,sparkledonkey66,,"Lady Liberty 🗽 
#statueofliberty #libertyisland @ Statue Of Liberty And Ellis Island Immigration Museum https://t.co/iIGXRLkJZP"
172,'1129469178002456576,2019-05-17 19:30:11,davidpicornell,Entre Barcelona y Mallorca,"""Lady Liberty"" Day 137 #365

#365days #Challenge #NewYork #NY #statueofliberty #Architecture #Art #Trip #monument… https://t.co/tWKMbvSFIC"
173,'1129463966403649536,2019-05-17 19:09:28,aliceguarisco,Brescia,"Into the (dark) blue.
•••
#views #window #nyc #fujixt10 #what_i_saw_in_nyc #statueofliberty #ocean #hudsonriver… https://t.co/7d6QODqWi7"
174,'1129462090245267457,2019-05-17 19:02:01,trendingwwwandw,"Arizona, USA","🗽🇺🇸
#StatueofLiberty and Ellis Island in #NewYork #Experience #Tourism #Travel @StatueEllisNPS  
 Story at..… https://t.co/KLqp8dRs6l"
175,'1129458315912548353,2019-05-17 18:47:01,FollowingOurOwn,"Colorado, USA","ooooohhhhh, our NYC trip just got cooler! #StatueofLibertyMuseum #Fall2019 https://t.co/m5yZdgTFVW"
176,'1129454157050580992,2019-05-17 18:30:29,ChinaDaily,"Beijing, China",The 4.5 million tourists who flock to the #StatueofLiberty every year on Liberty Island in New York Harbor now can… https://t.co/TZ5nn2TPv7
177,'1129448430466740224,2019-05-17 18:07:44,Jenny_Osowski,Otselic Valley,@YoungsLori it won't be long now! Excited to bring our @OVVikings to see this lady! #StatueofLibertyMuseum… https://t.co/xEurEaaVnV
178,'1129447341025456128,2019-05-17 18:03:24,chrisrbooks,"Pasadena,CA","The title page illustration from an oldie, but a goodie...LITTLE MISS LIBERTY. My first picture book published way… https://t.co/boXZLJvh42"
179,'1129446485433737217,2019-05-17 18:00:00,trendingwwwandw,"Arizona, USA","🗽🇺🇸
#StatueofLiberty and Ellis Island in #NewYork #Experience #Tourism #Travel @StatueEllisNPS  
 Story at..… https://t.co/aprqQ9JKoT"
180,'1129444443466227713,2019-05-17 17:51:54,DiversifiedUS,"Kenilworth, NJ",Can you spot Kevin Collins and team’s cameo appearance in this preview coverage of the new #StatueofLiberty Museum?… https://t.co/bDjTlFMBif
181,'1129435569048752129,2019-05-17 17:16:38,jrrangersarah,,Yesterday I was lucky to be able to visit the #StatueOfLibertyMuseum on the first day it was open and I was able to… https://t.co/0a7Lwrkxl2
182,'1129432458213167106,2019-05-17 17:04:16,cheek2chic,"Johannesburg, South Africa",@TIME So strange to think the #StatueofLiberty was made by the same man who created the #EiffelTower !
183,'1129432037281001472,2019-05-17 17:02:36,jaydeepVK,India,@TIME Now #StatueofUnity tallest than #StatueofLiberty
184,'1129431742740357121,2019-05-17 17:01:25,sammckee80,"Columbus, OH","“Hey, how many of you people out here are a national monument? Raise your hand, please? Oh, hello, Miss!”… https://t.co/bOZ6T8d5BF"
185,'1129431632392413186,2019-05-17 17:00:59,NESTTravel,,"Check out these Statue of Liberty replicas around the world! 
#statueofliberty #aroundtheworld #traveladvisor… https://t.co/ytj9YgdvIm"
186,'1129431389231755266,2019-05-17 17:00:01,trendingwwwandw,"Arizona, USA","🗽🇺🇸
#StatueofLiberty and Ellis Island in #NewYork #Experience #Tourism #Travel @StatueEllisNPS  
 Story at..… https://t.co/PV0TpKiIGa"
187,'1129430423313035264,2019-05-17 16:56:11,GardnerMendoza,"Virginia Beach, VA",We rocked the walk at @JandARacing Corporate 5K last night! How do you like our socks?! #statueofliberty… https://t.co/y63HlcJ08q
188,'1129430278928293889,2019-05-17 16:55:36,CherylB91188277,,Hi okra it was a beautiful day to visit the sass you of liberty yesterday. Thank you for being there exclamation oh… https://t.co/eCX36O9C2b
189,'1129429853936246784,2019-05-17 16:53:55,MeetingExpert13,"New York, NY",Congratulations to the @DiversifiedUS team on yesterday’s  unveiling of the #StatueofLiberty Museum! Beautiful blen… https://t.co/IPIATP5C0P
190,'1129428040784711683,2019-05-17 16:46:43,travelmommy,New York City,I'm so excited about the new Statue of Liberty Museum. Are you visiting Lady Liberty this summer? Crown reservation… https://t.co/LDPBX2VDgq
191,'1129425699792723969,2019-05-17 16:37:25,CinebookLtd,"Canterbury, Kent","Give me your tired, your comic-deprived, your huddled masses yearning for a good read, the wretched refuse of your… https://t.co/Wga7ooUiFn"
192,'1129424380331737088,2019-05-17 16:32:10,AboundInFaith,,"Saying hi to Lady Liberty during my recent trip on the Staten Island Ferry. Let freedom ring 😀 

#nyc… https://t.co/Ejj6fskHZz"
193,'1129422601519017985,2019-05-17 16:25:06,BBCTravelShow,Worldwide,This weekend on The Travel Show @lucyhedges goes behind the scenes of the brand new #StatueofLibertyMuseum that ope… https://t.co/sLLsbIsIMx
194,'1129421545900793858,2019-05-17 16:20:54,Drawitall,"New York, USA",@RScottHake Diary of a Radio Junkie:1273Days of Waking Up to the News #ChelseaManning #WikiLeaks #IMPei… https://t.co/ungrT0ZEa1
195,'1129420340386566149,2019-05-17 16:16:07,mizukiccho,,"BROOKLYN BRIDGE❤️❤️❤️ .

#nyc #brooklyn #brooklynbridge #statueofliberty #happy #smile #ilovebrooklyn #mizuki https://t.co/5selX3zSUD"
196,'1129419782019801089,2019-05-17 16:13:54,Drawitall,"New York, USA",@NPRJoel Diary of a Radio Junkie:1273Days of Waking Up to the News #ChelseaManning #WikiLeaks #IMPei #LouvrePyramid… https://t.co/zT4opMdb6O
197,'1129417181240975362,2019-05-17 16:03:34,Drawitall,"New York, USA",@SashaIngber Diary of a Radio Junkie:1273Days of Waking Up to the News #ChelseaManning #WikiLeaks #IMPei… https://t.co/txcG16S49J
198,'1129417143173435392,2019-05-17 16:03:25,Irving_Berlin,"New York, NY","It was a lovely day to honor @Irving_Berlin and the #StatueofLibertyMuseum yesterday!

Thank you to @JMunozActor,… https://t.co/0oLRbBfz0n"
199,'1129416978106658817,2019-05-17 16:02:45,maine_photobug,Maine USA,This is America - The Statue of Liberty - The Statue of Liberty was a gift of friendship from the people of France… https://t.co/ZpK2EjroDN
200,'1129416374072303616,2019-05-17 16:00:21,Orwayband,"Paris, France","#GuitarJoke 😁
#StatueOfLiberty #StatueDeLaLiberte #Marshall #Gibson #FlyingV

Bon weekend ! 👍
~
Have a nice weekend… https://t.co/gpEVxERNMi"
201,'1129416290953777155,2019-05-17 16:00:01,trendingwwwandw,"Arizona, USA","🗽🇺🇸
#StatueofLiberty and Ellis Island in #NewYork #Experience #Tourism #Travel @StatueEllisNPS  
 Story at..… https://t.co/cPqnB7SYje"
202,'1129414318691426304,2019-05-17 15:52:11,Drawitall,"New York, USA",Diary of a Radio Junkie:1273Days of Waking Up to the News #ChelseaManning #WikiLeaks #IMPei #LouvrePyramid… https://t.co/AhCNrdpmgx
203,'1129410528365826048,2019-05-17 15:37:08,CarnegieCorp,New York,"Through our support of the #StatueofLibertyMuseum, we honor the legacy of our founder Andrew Carnegie, whose work w… https://t.co/2ttpkgxMAN"
204,'1129403033178333190,2019-05-17 15:07:21,EliteMEdge,United States,"#bicycletouring in NYC.
#StatueofLiberty https://t.co/V1X1jTeni1"
205,'1129402012041449472,2019-05-17 15:03:17,ConsulFranceNYC,"New York, NY",Our Deputy Consul General and French cartoonist @jul_auteur proudly representing France at the opening of the new… https://t.co/yQaFtcWDDx
206,'1129401188410044416,2019-05-17 15:00:01,trendingwwwandw,"Arizona, USA","🗽🇺🇸
#StatueofLiberty and Ellis Island in #NewYork #Experience #Tourism #Travel @StatueEllisNPS  
 Story at..… https://t.co/AsAbFDJDM4"
207,'1129394920089837569,2019-05-17 14:35:06,anhduongart,,A quick view of the Donors wall of the Statue of Liberty 🗽 Museum- Installation  of  the 50 stars ⭐️ I created.… https://t.co/pWq358Pt3b
208,'1129391082528284674,2019-05-17 14:19:51,PortSideNewYork,"Pioneer St, Red Hook, Bklyn","This is a #historic site, where Fort Defiance was located during The Revolutionary War.  The #Lidgerwood is one of… https://t.co/F1ybi7wy80"
209,'1129390476677849088,2019-05-17 14:17:27,SXMUrbanView,,"Being discussed on @thelauracoates show, yesterday the #StatueofLibertyMuseum opened on the island, offering detail… https://t.co/JBs3YLSrx9"
210,'1129388703359672320,2019-05-17 14:10:24,justyniak,New York City,"Another beautiful day in #nyc 🗽⛴ #spring #theview #statueofliberty #statenislandferry #i❤️ny @ New York, New York https://t.co/5bDx4Yfp2n"
211,'1129388545829941249,2019-05-17 14:09:47,changemakerslab,Omnipresent,"@SNForg @StatueEllisNPS Congratulations on this excellent initiative!

Would welcome an initiative (… https://t.co/1ADFVU8pvv"
212,'1129386701837733894,2019-05-17 14:02:27,SlowAmericanEng,"Colorado, USA",One of the biggest symbols of the USA is the Statue of Liberty. Find out where it came from on Slow American Englis… https://t.co/4Ac1omG6hx
213,'1129386106334711811,2019-05-17 14:00:05,traferral,"Miami, FL",The Statue of Liberty is the most iconic tour while visiting New York City. #statueofliberty #nyc   (more info...… https://t.co/ZjuiDz4lXa
214,'1129386089154613248,2019-05-17 14:00:01,trendingwwwandw,"Arizona, USA","🗽🇺🇸
#StatueofLiberty and Ellis Island in #NewYork #Experience #Tourism #Travel @StatueEllisNPS  
 Story at..… https://t.co/Szf4viZFRw"
215,'1129382014862413824,2019-05-17 13:43:49,VictoriaLHoff,"Miami, Florida",https://t.co/DehchdkTlo  The Statue of Liberty has a new museum with plenty to see.  ##StatueofLibertyMuseum #nyc… https://t.co/xiWvBIMQix
216,'1129381964446720002,2019-05-17 13:43:37,TheVoxAgency,8465 W. Sahara Avenue,The #StatueofLiberty is also in #LasVegas at @NYNYVegas https://t.co/hqs2mAt6Cp via @usatoday
217,'1129375343381549062,2019-05-17 13:17:19,Art_Display,"Columbia, NJ",The new Statue of Liberty Museum needed a protective barrier to stand in front of this large display.  Fox Fence in… https://t.co/eYurRkEnWw
218,'1129373473858625539,2019-05-17 13:09:53,jasmith987,,https://t.co/2wU547vEyy Millions of people come to New York to see the Statue of Liberty. The cruise is a true tour… https://t.co/94fok1E2ks
219,'1129372032695709698,2019-05-17 13:04:09,destcoupons,"Durango, CO",Statue of Liberty Day Sail Save 30%  https://t.co/0oTiCXncVG Enjoy the sailing experience of a lifetime aboard a ma… https://t.co/PjRfTdynN4
220,'1129370997059014656,2019-05-17 13:00:03,trendingwwwandw,"Arizona, USA","🗽🇺🇸
#StatueofLiberty and Ellis Island in #NewYork #Experience #Tourism #Travel @StatueEllisNPS  
 Story at..… https://t.co/X7Hao6p7h2"
221,'1129370615247450112,2019-05-17 12:58:32,destcoupons,"Durango, CO",City Lights Evening Statue of Liberty Cruise - Save 30% https://t.co/kKEJNn1oX2 See the world’s most famous skyline… https://t.co/kgCUeqvSHn
222,'1129356651662860288,2019-05-17 12:03:02,heyiworkedthere,,"Not at the statue today, but got this photo yesterday after I had posted and felt it had to be shared.… https://t.co/vzgWUvALJd"
223,'1129356137613078528,2019-05-17 12:01:00,trendingwwwandw,"Arizona, USA","🗽🇺🇸
#StatueofLiberty and Ellis Island in #NewYork #Experience #Tourism #Travel @StatueEllisNPS  
 Story at..… https://t.co/31wisrJdFb"
224,'1129354249022922753,2019-05-17 11:53:30,Blooloop,,New $100m #StatueofLibertyMuseum opens in New York https://t.co/pEtAEt32Ak https://t.co/YXCVu4VzmL
225,'1129354176398540800,2019-05-17 11:53:12,JonathanPilkin1,"Georgia, USA",Dreaming of a trip to THE City but don’t know where to begin? I’ll help you plan. I could even go as your guide!🗽🏙🌉… https://t.co/J95CHjCNtw
226,'1129349796228153344,2019-05-17 11:35:48,NYcheesy,Edinburgh         ,"It’s taken 3 years but the #StatueOfLiberty🗽museum is now open

Official Statue of Liberty Museum Construction Time… https://t.co/InCLCEU7x2"
227,'1129346177659527168,2019-05-17 11:21:25,Xfox1,Torino,"#nyc #NY #newyork #newyorkcity #landscape #statueofliberty #statue #liberty #usa @ Statue Of Liberty, Liberty Islan… https://t.co/7P9b9Gj4tW"
228,'1129340791787118593,2019-05-17 11:00:01,trendingwwwandw,"Arizona, USA","🗽🇺🇸
#StatueofLiberty and Ellis Island in #NewYork #Experience #Tourism #Travel @StatueEllisNPS  
 Story at..… https://t.co/sd9I9jUvLu"
229,'1129333237149511682,2019-05-17 10:30:00,JournyNow,"Los Angeles, CA","You'll be able to visit the Statue's original torch at this new museum! #NYC #StatueofLibertyMuseum
https://t.co/Q9QOxO7e7v"
230,'1129328573372936193,2019-05-17 10:11:28,StatueEllisFdn,"New York, NY USA",God Bless America - Lilli Cooper sings Irving Berlin at #StatueofLibertyMuseum opening. #Broadway https://t.co/8dsKT1ghyK
231,'1129325938905362433,2019-05-17 10:01:00,trendingwwwandw,"Arizona, USA","🗽🇺🇸
#StatueofLiberty and Ellis Island in #NewYork #Experience #Tourism #Travel @StatueEllisNPS  
 Story at..… https://t.co/ilJCifxKYD"
232,'1129318595211780096,2019-05-17 09:31:49,paul83421150,"Haarlemmermeer, Nederland","@StatueEllisFdn @NickyHilton @DVF Nicky Hilton :) Fryday,paul.rijsenhout :(
Statue of Liberty-Ellis Island Foundati… https://t.co/DshXp4dYZN"
233,'1129310589375918080,2019-05-17 09:00:00,trendingwwwandw,"Arizona, USA","🗽🇺🇸
#StatueofLiberty and Ellis Island in #NewYork #Experience #Tourism #Travel @StatueEllisNPS  
 Story at..… https://t.co/ufsiOGJD3p"
234,'1129295739975327744,2019-05-17 08:01:00,trendingwwwandw,"Arizona, USA","🗽🇺🇸
#StatueofLiberty and Ellis Island in #NewYork #Experience #Tourism #Travel @StatueEllisNPS  
 Story at..… https://t.co/k0f1wr3Tk4"
235,'1129280640233496577,2019-05-17 07:01:00,trendingwwwandw,"Arizona, USA","🗽🇺🇸
#StatueofLiberty and Ellis Island in #NewYork #Experience #Tourism #Travel @StatueEllisNPS  
 Story at..… https://t.co/xUMQvozjiD"
236,'1129272702454382598,2019-05-17 06:29:27,wintherns,,So much for that proud liberty. #AbortionIsAWomansRight  #AlabamaAbortionBan #AbortionRights  #WomensRights… https://t.co/Nyp7UncGMn
237,'1129272025350979590,2019-05-17 06:26:46,MgelinAmerica,China,"@Truthseeker126 @SpeakerPelosi The #StatueofLiberty poem should say;
“Give us your energized, your hard working,
Yo… https://t.co/UmJBk0bxje"
238,'1129271903367991296,2019-05-17 06:26:17,MgelinAmerica,China,"The #StatueofLiberty poem should say;
“Give us your energized, your hard working,
Your motivated few yearning to br… https://t.co/62h84D3hvn"
239,'1129260797782306816,2019-05-17 05:42:09,KellyFisherKatz,"Beverly Hills, CA",💎We are excited!! On a ferry going to Liberty Island to celebrate the new #StatueOfLibertyMuseum! Our first time se… https://t.co/mYcPTgMNOc
240,'1129239658590801920,2019-05-17 04:18:09,anhduongart,,Installing the 50 stars ⭐️ I created among the original pieces of the armature of the Statue of Liberty by Gustave… https://t.co/b7KwQg6W3A
241,'1129233798523236355,2019-05-17 03:54:52,AndreaG_30STM,"Metropolitana de Santiago, Chile",#wallstreetchargingbull #wallstreet #statueofliberty #statenisland #statenislandferry #statueofliberty #ladyliberty… https://t.co/5QvKQk2OZR
242,'1129217236114259969,2019-05-17 02:49:03,carla_nostrucks,New Jersey & New York,Statue of Liberty I got braids which is kinda weird in a boat cruise but a nice night.  Love living by the water… https://t.co/PyFpeVxXui
243,'1129197341800521728,2019-05-17 01:30:00,DeccanChronicle,India,"A museum dedicated to the idea of ‘liberty’, check it out now!

#DCLifestyle #StatueofLibertyMuseum #Liberty 

https://t.co/ZcIiNsToUm"
244,'1129191542734950401,2019-05-17 01:06:57,CorinnePulitzer,"ÜT: 40.762814,-73.973764",Tonight a glimpse of the #EmpireStateBuilding from #SullivanStreet lit in Signature White &amp; comfortable temperature… https://t.co/3b35mcAU3l
245,'1129191329949540352,2019-05-17 01:06:07,aggiepatriot,,"Lady Liberty stands for opportunity for hard work and for freedom from tyranny...NOT for free handouts, redistribut… https://t.co/tHZuSt2e6o"
246,'1129190675650621440,2019-05-17 01:03:31,aggiepatriot,,"We must preserve AMERICAN values of hard work, faith in God, and preserve our sovereignty in order for the light of… https://t.co/aJ5KC9uuMF"
247,'1129190098480902145,2019-05-17 01:01:13,aggiepatriot,,"No opportunity missed by Democrats Gillebrand, HRC, and Oprah to spin the opening of  #StatueofLibertyMuseum for th… https://t.co/o4HJNZKW8o"
248,'1129186438132699136,2019-05-17 00:46:40,KMiller45046553,,#America wasn't founded on #cruelty to #immigrants. Just ask the #StatueofLiberty. #Jesus was about helping the… https://t.co/bGXsNtMWcm
249,'1129184477375340546,2019-05-17 00:38:53,JackIffinger,"Chicago, IL",You go girls! That is a total of 3 ladies of liberty! #Oprah #GayleKing #LetFreedomRing #StatueOfLiberty #Martinis https://t.co/9YSGQnCGNM
250,'1129184193467080707,2019-05-17 00:37:45,BlueDressGal1,"Farmington, N.Y.","the #StatueofLibertyMuseum was enjoyed by the world today, while simultaneously our president had RoseGarden speech… https://t.co/hqgUE938LC"
251,'1129183008752361472,2019-05-17 00:33:03,destcoupons,"Durango, CO",Sunset Sail on the Clipper City - 30% Off https://t.co/lm38Ckd2Zt Watch night fall on the city as the sun sets behi… https://t.co/ECQaTktzoB
252,'1129175788018753536,2019-05-17 00:04:21,TheConster,nyc,I’m still #aboutlastnight //// #whatisthislife #statueoflibertymuseum denizemaaloe #womenwhoinspireme… https://t.co/jI8bKdg4SE
253,'1129174720186920960,2019-05-17 00:00:07,destcoupons,"Durango, CO",Sunday Morning Mimosa Sail 15% Off https://t.co/2LWJN1yM4M Start your Sunday out right aboard #NewYork's largest ta… https://t.co/QVTS08XfzZ
254,'1129167270884904961,2019-05-16 23:30:30,Dontforgetgroup,Adelaide,"Feeling hungry? 

New York will satiate that travel hunger

#newyork #ny #bigapple #usa #usavacay #manhattan… https://t.co/5yA7pfynwS"
255,'1129166006482624514,2019-05-16 23:25:29,Alisonnj,Northeast USA,"@anniekarni REALLY??? At the #StatueOfLiberty 🗽
THAT would be the epitome of hypocrisy!!!"
256,'1129160872914505728,2019-05-16 23:05:05,LtGovHochulNY,,"A beautiful tribute to the history of the #StatueofLiberty and the social and political movements that shaped 
Amer… https://t.co/jHVffGHVsz"
257,'1129160511759769601,2019-05-16 23:03:39,LtGovHochulNY,,"The #StatueofLiberty is an enduring symbol of America as welcoming all seeking a better life.

Let us as a nation r… https://t.co/257oCvgWRU"
258,'1129158538658537482,2019-05-16 22:55:49,Ritaferdi,"Largo, FL","@JeffBezos Congratulations to you &amp; your dad...
Let's not forget a GIFT from France
The sculptor Frédéric Auguste B… https://t.co/KCup5EfSxb"
259,'1129157594604560384,2019-05-16 22:52:03,NYCbus,nyc Land of the Giants,"The statue  of Liberty  and the Eiffel tower  are sisters.. 
Lady Liberty so happy to wish her little  sis Happy  B… https://t.co/1pBTRdlYNz"
260,'1129152042801537030,2019-05-16 22:30:00,extratv,Los Angeles,".@oprah, David Letterman, @Andy Cohen &amp; more stars celebrate Lady Liberty at the #StatueofLibertyMuseum opening!… https://t.co/GKCZ0EHk8a"
261,'1129151138136317952,2019-05-16 22:26:24,allysonberger,FunSized Frolicking Worldwide,"In honor of the new #StatueofLibertyMuseum opening today, take a look back at my visit to Ellis Island &amp; The Statue… https://t.co/4izutrshFM"
262,'1129144378784530437,2019-05-16 21:59:33,samo_rocky,"Los Angeles, CA","@politico Revisions needed to #StatueofLiberty:

“Give us your energized, fully established and financially solvent, lucky few....”"
263,'1129133281109270534,2019-05-16 21:15:27,AfrimKacaj,"New York, NY",Great views of NYC from the new Empire Outlets. #empireoutlets #statenisland #newyork #nyc #nycdestinations… https://t.co/AxvOSwd2sp
264,'1129130401723756544,2019-05-16 21:04:00,ArchivesNYC,"New York, NY",Great news for our NPS friends at #StatueofLibertyMuseum https://t.co/tkQJ5kNY1z
265,'1129130156315021317,2019-05-16 21:03:02,AmericanU,"Washington, D.C.",".@AUcollege Professor Alan M. Kraut chaired the #StatueofLibertyMuseum's history advisory committee, which helped d… https://t.co/0OGldv9HAg"
266,'1129128508335230983,2019-05-16 20:56:29,StatueEllisFdn,"New York, NY USA",@NickyHilton @DVF We’re glad you could join us at the opening celebration of the #StatueOfLibertyMuseum @NickyHilton!
267,'1129128396867325952,2019-05-16 20:56:02,heather_kml,Panamá,"#TBT
*Lady Liberty*
.
.
. 
#newyork #ellisIsland #statueofliberty #cold #happy #xoxo en Statue of Liberty National… https://t.co/sshc8MrclQ"
